feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
6.768226144547202,4.529451914707301,-0.28069101530931817,4.306687309214796,5.429401339151094,2.0540084419533366,2.9736568489624644,3.2124032738589734,-1.7629207443648771,2.425609426856783,1.3988500718265255,-2.5449827229194506,1.0457787101301437,2.010189012279375,-5.821561688274851,0
2.373817059080132,3.038413833095616,-1.7058322141277784,1.7857364683665136,3.4307829510432466,0.9397412536455233,-0.1806722837086071,0.13462163525914173,-1.1934341891486593,0.19703422994679132,-1.090557749834365,-1.3379737178719375,-0.5834234228236624,-1.9389455332096839,-1.5704523799623313,2
1.5086888059796013,6.168353933768733,-0.2347547131260166,1.315300748444654,5.224085560291753,-2.6677910766219366,2.8684543949474843,2.4875294198828946,0.38022387449714046,2.7320532574875904,5.825544521181086,-2.6556525957778128,-1.0933751578362665,2.836877146752862,-3.0667156950296164,0
1.8820941076807054,-0.6224132565541317,-0.8241553018900124,2.679945119445183,-1.0503783776620985,-0.7940916730203105,-0.10443558574126732,0.8310513844431067,-1.02655998347998,-0.995435479215564,1.9546813724837449,-0.5060770445815391,0.3564649204065419,3.293748727424931,0.2793114189764414,1
3.241643420404468,6.347960695841634,-2.646674778503355,-0.42046734213764414,2.789384552514781,-0.9942911223393686,-0.7069224261569917,1.0484833417018373,-1.9646084881388335,2.1338172555666977,2.546464565921518,-3.6316022283876834,-0.6494323345804603,0.6612356496757816,-1.167572243692622,1
1.206211186235561,0.8049660813083033,-1.6864821826866225,2.7139880302622537,5.264499160122347,-0.39535858193753526,0.45798132744604025,-1.9583447759547457,3.0906904252060414,0.3712957537537982,0.42753291131235416,0.3492185959715761,-3.4003752153661404,2.0402677046585858,0.801078089523098,1
0.5313307735328984,5.072605876051755,-2.8820024055642515,-3.3109369135236695,5.2359421632972465,3.5791923672458728,1.500136289301935,0.2798965539440804,1.5886061969425347,1.2073116455856772,-1.474559416340213,-2.3612342801000024,1.9913096604013378,-1.6490913987496454,0.30992860187117066,0
-1.0653106515106057,6.075460112958479,-0.568931380125677,-1.7174311011977133,0.14660973041513722,-0.6775723549557844,3.3684481338050682,3.3806377902841542,-2.406283641872966,2.3875074000476015,1.3351713698723162,-2.1646702157467326,2.6028655247917785,-0.6401562681916073,-0.9741319458684796,0
5.649358864829493,2.5411746081164877,2.369409355798772,3.3956035841544265,0.7978944509385645,2.142852756451993,2.8357795375833357,3.287828420533029,-3.9412685354872656,2.7458876562363077,1.1327721589127426,-3.305975871532,0.8143868289012329,1.6724899808176406,-4.6795960014038815,0
0.472684316421696,1.9905781395118631,-0.011384309859399422,-0.02549724337264747,1.6398809443765947,-1.2520392176968334,-0.09216771356887865,1.642269520928927,-0.3228537681145218,-0.6319586191173452,4.144756256007613,-1.9243065536037747,0.7275107900253779,0.6652654018042101,-1.956214958405014,2
-2.6141144746716933,1.436838319946132,-3.622414299878325,2.4909334741762588,3.4314289026774505,2.0240257984347148,0.9798479857089002,1.8053371735989647,1.2692123412180387,-0.7737251584236888,-5.054171819771028,-0.5484033997058346,0.8317895994789335,-2.6638819919440078,1.6317173405355572,0
-4.8598101881205436,-1.629359389412517,-2.3566646530874067,-0.8372581344441452,-2.743148037601581,0.8759479036482305,-0.7070002582774404,1.778034835754648,0.5834291304057488,-2.1538157045852238,-2.6142986081750945,-0.8298885001913852,2.380036248204013,-0.7092936844102705,4.3509444516647715,0
1.4115854352036212,-1.494756647719757,0.8832131476750066,-1.371212342497294,-1.7398778791847436,-0.344145590481612,-0.9065468243360328,-1.7637332663642116,0.11020526100540118,0.963973125227379,-0.92819234768335,2.4739699619255857,-0.34279698932395286,0.17812840771894356,-0.6670464804530796,2
-5.257923927307932,0.47353675286475466,-1.3307098133938637,-0.6699014918789863,-1.70721421243469,-3.201151978807482,0.4049376017602152,-0.3846604568725167,0.971425369432254,-1.1830615876830919,2.1642252789822516,-0.43459159116813506,-1.2450386590361633,1.4539487525317822,5.114120078413686,1
-7.1695915814035365,-3.607237681479331,-0.027584833351468552,-0.17691044926909338,-2.5850710502780583,1.0277836478215154,-2.241337920003371,4.178145184191452,1.1231096767484678,-2.184076508515741,-1.9201335812032474,-3.841173198582762,1.1110122091984134,-2.0882328100174687,3.153272368481323,2
2.574246042535074,2.1052667565963534,-4.667348684394586,-2.1769120662602495,4.899521870993934,1.5311757935301082,-3.3157502881204612,1.037537678451521,2.3800847493526494,-1.979477624750288,0.8728959355447614,-0.6643110350321435,3.571341998653198,-0.7492378350732354,-2.6609548372475795,2
1.1203596207710231,1.580852941154488,-0.8227792678244685,1.3799441025472174,6.4757956413757976,0.5730405916974401,-0.9276651744568871,-0.8185441900428037,2.5617354397593006,-0.5728178483302819,2.722287799791253,-3.1785993970009203,-3.043882737967817,0.4697257414186815,-0.4716084476921283,2
